"decimalLongitude","decimalLatitude"
-120.76393,47.206333
-80.08946,26.287868
-87.63442,41.963383
-81.48113,41.11777
-86.1935,39.83589
-76.12663,43.94977
-75.065,39.905342
-82.89992,42.32004
-79.77462,39.551098
-77.05055,38.929367
-92.156425,45.195023
-72.21854,42.56721
